caption,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13
"""Don’t ever think that just because you do things differently, you’re wrong.""- Gail Tsukiyama | 📷 by @elevatedtrailsquad | Featured pack from the Manta/Mira Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"“Happiness is a direction, not a place.” - Sydney J. Harris | 📷 by @hikertrashhoney | Featured pack from the Talon/Tempest Series #ospreypacks #thruhiking",ospreypacks,thruhiking,,,,,,,,,,,,
"""Wherever there is air and light and open space, things grow."" - Helen Oyeyemi | 📷 by @sole_sister_ascending | Featured pack from the Talon/Tempest Series #ospreypacks #ospreyambassador #thegooddaysaremade",ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,,
"“Although I deeply love oceans, deserts, and other wild landscapes, it is only mountains that beckon me with that sort of painful magnetic pull to walk deeper and deeper into their beauty.” - Victoria Erikson | 📷  @kaelan.young | Featured pack from the Daylite Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
“Every mountain top is within reach if you just keep climbing.” - Barry Finlay | 📷 by @thomas.anten | Featured pack from the Daylite Series #ospreypacks,ospreypacks,,,,,,,,,,,,,
“Life shrinks or expands in proportion to one’s courage.” - Anais Nin | 📸 @kyleektoth | Featured pack from the Duro/Dyna Series #ospreyambassador #ospreypacks #thegooddaysaremade,ospreyambassador,ospreypacks,thegooddaysaremade,,,,,,,,,,,
"“If we were meant to stay in one place we’d have roots instead of feet.” - Rachel Wolchin | A little wanderlust and mid-week motivation to get outside, brought to you by @reneeroaming. #ospreypacks",ospreypacks,,,,,,,,,,,,,
"From our first ride without training wheels to the first time cleaning an obstacle, bicycles and the rites of passage we ride them through are forever a part of our heart. Today we unleash our youthful spirit each time we ride our backyard trails in Southwest Colorado, where we test every one of our packs. 

Head to the link in our bio to check out our favorite packs for mountain biking, making it easier to bring comfort and convenience along for the ride. | 📸 @louisarevalo #ospreypacks",ospreypacks,,,,,,,,,,,,,
"“Why do you go away? So that you can come back. So that you can see the place you came from with new eyes and extra colors. And the people there see you differently, too. Coming back to where you started is not the same as never leaving.” - Terry Pratchet | 📷 by @hollieharm #ospreypacks #backpacking",ospreypacks,backpacking,,,,,,,,,,,,
"We continue to stand with the Black community to condemn inequity and injustice. Tomorrow, we are pausing business-as-usual operations to reflect on the murder of George Floyd and hold internal educational sessions on diversity, equity and inclusion. This one small step is part of a larger plan we made to help make all communities feel safer, welcome and heard. Osprey remains committed to promoting a more diverse community in the outdoors—and the long-term work required to further transform outdoor spaces into a more inclusive environment.",,,,,,,,,,,,,,
“The question isn’t who is going to let me; it’s who is going to stop me.” - Ayn Rand | 📸 @drawingfromnature | Featured pack from the Savu/Seral Series #ospreyambassador #ospreypacks #thegooddaysaremade,ospreyambassador,ospreypacks,thegooddaysaremade,,,,,,,,,,,
“Life is not what you alone make it. Life is the input of everyone who touched your life and every experience that entered it. We are all part of one another.” - Yuri Kochiyama | 📷 by @arnazrc and @cruzcampingco | Featured pack from the Manta/Mira Series #ospreypacks,ospreypacks,,,,,,,,,,,,,
"Trail running: the outdoor experience distilled to its simplest form. Whether you’re headed out on an all-day adventure and need to bring a few extra pieces of kit with you, or you're the type to go fast and light over long distances, the Duro/Dyna has your back. 

From vest packs built for big days, to minimalist handheld hydration, to stable and comfortable running belts, the whole Duro/Dyna Family reduces distractions and helps you focus on what matters most: continuous forward motion. Link in bio to check out all this series has to offer. | 📷 by @danpatitucci #ospreypacks #trailrunning",ospreypacks,trailrunning,,,,,,,,,,,,
"""Don’t ever think that just because you do things differently, you’re wrong."" - Gail Tsukiyama | 📷 by @hiker_rn | Featured pack from the Exos/Eja Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""Solitude is creativity's best friend, and solitude is refreshment for our souls."" - Naomi Judd | 📷 by @ericturkebayev | Featured pack from the Talon/Tempest Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"“I am grateful my children have given me the gift of being able to thru-hike with them. It is rare to be able to spend so much time together, doing such difficult things, seeing so many aspects of their personalities and talents. This has been one of my favorite parts of my motherhood adventure!” - @thruhikesyndicate ambassador & @kidsoutwild adventure mom, Mindi Bennett, speaks on the special experience of thru hiking the #ContinentalDivideTrail with her family. 

Wishing a very happy Mother's Day to those adventurous, encouraging, and inspiring mother figures out there. #ospreypacks #mothersday #adventuremoms",ContinentalDivideTrail,ospreypacks,mothersday,adventuremoms,,,,,,,,,,
"""I seem to always get that compelling urge to photograph, take home and share those moments and stories with those closest to me. The average smartphone never seems to get the full grasp of these wild places, but bringing along your camera and lenses can introduce a whole new puzzle to solve."" On the blog, get tips from #OspreyAmbassador and BC-based photographer @gregorylum for adventuring with your camera comfortably and easily. Link in bio to read. | 📷 by @gregorylum | Featured pack from the Skarab/Skimmer Series #ospreypacks #ospreyambassador #thegooddaysaremade",OspreyAmbassador,ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,
"""I really believe that, as human beings, we have an innate need to explore, to see what's around the corner."" - Jimmy Chin | 📷 by @gregorylum #ospreypacks #ospreyambassador #thegooddaysaremade",ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,,
"""All of the fatigue had vanished and in its place I felt nothing but joy. A smile spread across my face as I looked across the range. I knew I could make it through the Alpine Lakes zone before dark, and beyond to the end. Whether or not I set a record, it was enough to simply be out here."" | 📷 @fmarmsaterphoto with @kyehalpin on her unsupported speed record in 
Wyoming's Wind River Range. Link in bio to read her reflections on the experience. | Featured pack from the Talon/Tempest Series #ospreypacks #fastestknowntime #windriverrange",ospreypacks,fastestknowntime,windriverrange,,,,,,,,,,,
"“Patience, perseverance, and mental strength - they are your biggest armour against all odds.” - Sujata Chatterjee | 📷 by @arianelajeunesse | Featured pack from the Daylite Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"Simple, technical enough for the trail, and casual and familiar enough for travels abroad or down the road—the Daylite Family embodies versatility. From backpacks, waist packs and duffels to totes, slings and kids’ packs, these multipurpose solutions can be used every day, everywhere: on a day hike, as a travel bag, at the market or on the go. 

Head to the link in our bio to check out our updated Daylite Family featuring new silhouettes and colors, now being made with sustainable recycled features. | 📷 @danholzphoto #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""I first heard of the Skurka variation of the Wind River High Route when a friend and I set out to get the speed record, also known as a Fastest Known Time, on the Wilson Dixon variation of the High Route in 2017. Both high routes traverse the range through the alpine zone and both are 65 percent off trail—how different could they be, really? I couldn’t have been more wrong."" 

Now on the blog, #OspreyAmbassador @kyehalpin reflects on her time in Wyoming's rugged Wind River Range during her unsupported FKT with our Tempest Pro. Head to the link in our bio to read more about her experience. | 📷 @fmarmsaterphoto #ospreypacks #fastestknowntime #windriverrange",OspreyAmbassador,ospreypacks,fastestknowntime,windriverrange,,,,,,,,,,
"“Nature has been for me, for as long as I remember, a source of solace, inspiration, adventure, and delight; a home, a teacher, a companion.” - Lorraine Anderson | 📷 by @fatgirlforthefitsoul | Featured pack from the Hikelite Series #ospreypacks #ospreyambassador #thegooddaysaremade",ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,,
"Clean lines and exceptional durability make the Arcane Family a timeless, everyday solution that stands as an extension of self-expression. With unique functionality and foundational aesthetics, each piece is built with quality, sustainable fabrics and intuitive features. These bags are made to withstand daily use—and made to go wherever you go. 

Now, for a limited time, these stylish, sustainable, everyday bags are available in a hemp/recycled polyester blend. Head to the link in our bio to check them out. | 📷 by @thecolorbrown & @jaykolsch #ospreypacks",ospreypacks,,,,,,,,,,,,,
"“Just around the bend, a miracle is waiting to happen. Release fear and uncertainty, and majestic wonders wait to unfold for you.” - Denise Linn | 📷 by @vernankee | Featured pack from the Manta/Mira Series #ospreypacks #ospreyambassador #thegooddaysaremade",ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,,
"""Don’t let anyone rob you of your imagination, your creativity, or your curiosity. It’s your place in the world; it’s your life. Go on and do all you can with it, and make it the life you want to live."" -Mae Jemison | 📷 by @wanderingalways | Featured pack from the Syncro/Sylva Series #ospreypacks #ospreyambassador #thegooddaysaremade",ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,,
"From the thin mountaintop air we gulp to the loamy trails we shred to the clean waters we float, we love our planet. Only together we can help protect it and prevent permanent ecological damage. On our mission to leave as little environmental impact as possible:

🌎 We use the highest-quality materials with the lowest environmental impact in our products. We’ve also adopted the bluesign® Restricted Substances List, implemented a world-class factory code of conduct and use third-party auditing to confirm compliance.

🌎 We are a founding member of the @OutdoorIndustry sponsored Climate Action Corps and are using the Climate Neutral system and database to calculate, reduce and offset our carbon footprint.

🌎 Under our All Mighty Guarantee, we’ll repair or replace any damage or defect for any reason free of charge—whether it was purchased in 1974 or yesterday.

🌎 We've partnered with the @RenewalWorkshop to give our packs a 2nd life, minimize the amount of product going to landfills and keep our high-quality solutions in use for as long as possible.

Head to our Stories for more info about what we've listed here, and for actionable ways you can minimize your impact not only on #EarthDay, but every day. | 📷 @rockiescreative | Featured pack from the Talon/Tempest Series #ospreypacks","EarthDay,",ospreypacks,,,,,,,,,,,,
“Working hard for something we don’t care about is called stress; working hard for something we love is called passion.” – Simon Sinek | 📷 by @jessica.nomade | Featured pack from the Talon/Tempest Series #ospreypacks,ospreypacks,,,,,,,,,,,,,
"""Be thankful for what you have; you’ll end up having more. If you concentrate on what you don’t have, you will never, ever have enough."" - Oprah Winfrey | 📷 @seattlebred with #OspreyAmbassador @amberkchang | Featured pack from the Duro/Dyna Series #ospreypacks #ospreyambassador #thegooddaysaremade",OspreyAmbassador,ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,
"“I travel because it makes me realize how much I haven’t seen, how much I’m not going to see, and how much I still need to see.” - Carew Papritz | 📷 by @elevatedtrailsquad #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""The environment, after all, is where we all meet, where we all have a mutual interest. It is one thing that all of us share. It is not only a mirror of ourselves, but a focusing lens on what we can become.” - Lady Bird Johnson | 📷 by @trinityc0215| Featured pack from the Skarab/Skimmer Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"Do you love the Continental Divide Trail as much as we do? We're excited to be partnering with the @cdtcoalition for their second virtual Trail Days event! Every Thursday from April 22nd to May 13th, bring the trail to your kitchen table by joining CDTC’s Facebook Live events to hear from long-distance travelers, climate activists, filmmakers, biologists and more. Plus, there’s a huge Gear Sweepstakes that we are participating in and you can have a chance to win some amazing prizes. Entry is free, but if you sign up as a member of CDTC for $35 or more, you get even more chances to win. 

Join us and CDTC in celebrating the CDT this next month, and learn more at the link in our bio. | 📷 @jackjoneshg | Featured pack from the Exos/Eja Series #ospreypacks #cdt #continentaldividetrail",ospreypacks,cdt,continentaldividetrail,,,,,,,,,,,
"“Water is soft and humble, but it is the most powerful and is the most endurable.” - Debasish Mridha | 📷 by @backpackerbhav | Featured pack from the Rook/Renn Series #ospreypacks #ospreyambassador #thegooddaysaremade",ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,,
"“Loving life is easy when you are abroad. Where no one knows you and you hold your life in your hands all alone, you are more master of yourself than at any other time.” - Hannah Arendt | 📷 by @carleyc_az with @kendallanncurry | Featured pack from the Daylite Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""I can speak to my soul only when the two of us are off exploring deserts or cities or mountains or roads."" - Paulo Coelho | | 📷 by @vals_adventures | Featured pack from the Talon/Tempest Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"“Caring for myself is not self-indulgence, it is self-preservation."" - Audre Lorde | 📷 by @flying_tortuga | Featured pack from the Stratos/Sirrus Series #ospreypacks #ospreyambassador #thegooddaysaremade",ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,,
"Following #LeaveNoTrace is essential to preserving the spaces we love to venture to. In honor of #EarthWeek, we're joining @leavenotracecenter in their effort to #LeaveNoTrash. On your next outdoor adventure, a spring cleanup could look like:

🌱 Be prepared by bringing your own cleanup kit, including gloves, garbage bags, and hand sanitizer. 
🌱 Leaving space in your bag to carry out the trash you find.
🌱 Invite your family or a few friends. This is a great way to be outside, stay physically distanced, and enjoy time with others.
🌱 Motivate friends and family to do the same by sharing your efforts on social media. Tag #LeaveNoTrash so we can see what trails or neighborhoods you're cleaning up!

Tag a friend below you think would join you in a spring cleanup this weekend!",LeaveNoTrace,"EarthWeek,",LeaveNoTrash.,LeaveNoTrash,,,,,,,,,,
"“Because during every run, for a few seconds or a few minutes, you have a moment where it feels really good. You forget about the discomfort and you find rhythm, maybe some grace, and a feeling of strength and confidence as you move as well as you’ll ever move doing anything. And that’s one of the best reasons to run.” - Brendan Leonard | 📷 by @josebilingue | Featured pack from the Duro/Dyna Series #ospreypacks #ospreyambassador #thegooddaysaremade",ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,,
"“And if travel is like love, it is, in the end, mostly because it’s a heightened state of awareness, in which we are mindful, receptive, undimmed by familiarity and ready to be transformed. That is why the best trips, like the best love affairs, never really end.” - Pico Iyer | 📷 by @vows_and_peaks @betho_brien | Featured packs from the Stratos/Sirrus and Talon/Tempest Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"“For me, a house or an apartment becomes a home when you add one set of four legs, a happy tail, and that indescribable measure of love that we call a dog.” - Roger Caras | 📷 by @reynoldtherescue | Featured packs from the Ozone and Talon/Tempest Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"Thinking about taking your kids backpacking for the first time this year? Check out these tips that adventure family @sowewent has found useful for fun and successful trips to the backcountry. 

#ospreypacks #familycamping #hikingwithkids",ospreypacks,familycamping,hikingwithkids,,,,,,,,,,,
"""I hadn’t been in the backcountry in far too long—I forgot how good the cold feels stinging your nose in the morning, how tasty freeze-dried food can be when you’ve hiked your way into dinnertime, and how that thrill of being somewhere new never gets old. And I didn’t know how wildly special it would be to share those things with our baby until it was happening."" 

Now on our blog, filmmaker and photographer @alynicklas recounts returning to the backcountry for the first time after having her son, Wolfie, and bringing him along to share the magic. Head to the link in our bio to read. | 📷 @arni_coraldo & @alynicklas | Featured pack from the Poco Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"You’ll find it on a brisk morning, and on the toughest terrain. When you expect it, and when you don’t. But that’s why we love it. Adventure keeps us curious. It keeps us going. Since 1974, we’ve worked relentlessly to inspire your adventure.

It was then that our founder Mike Pfotenhauer constructed our very first packs in Santa Cruz, California. Today, we’re based in Cortez, Colorado, where each of our custom-fit, high-performing products still pass through Mike’s hands.

We’re thoughtful about every panel, every stitch. Because we use these packs too, and seek adventure as often as you do. #ospreypacks",ospreypacks,,,,,,,,,,,,,
"The do-everything, own-forever backpack. 

Almost 25 years ago, we set out to design the best backpack ever made. Beloved on the trail, our Aether/Ariel Series has continually set the standard for what a pack should do and what it should weigh. Customizable, perfect-fitting and capable of carrying larger and heavier loads, the all-new Aether/Ariel has undergone a quarter century of evolution to last you a lifetime of trips. Dial in the perfect fit with a state-of-the-art suspension system featuring adjustable Custom Fit-on-the-Fly® Shoulder Straps and Hipbelt. 

Head to the link in our bio to learn more about the Aether/Ariel Family. #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""A mother's arms are more comforting than anyone else's."" - Princess Diana | 📷 by @mor.wild | Featured pack from the Poco Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""You live a new life for every language you speak. If you know only one language, you live only once."" - Czech Proverb | 📷 of @travelingjackie by @coltonstiffler | Featured pack from the Kestrel/Kyte Series #ospreypacks #ospreyambassador #thegooddaysaremade",ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,,
"""I found far more answers in the woods than I ever did in the city."" - Mary Davis | 📷 by @parktrailsandtales #ospreypacks",ospreypacks,,,,,,,,,,,,,
"Our expertise in designing backpacks dates back to 1974, when Osprey was founded on designing custom packs for mountaineers headed to the Sierra. Now, we pride ourselves on making packs for all of your favorite activities. As the leader in custom-fit backpacks, our pack-fitting technique ensures a properly fitting pack that maximizes efficiency, comfort and safety both on and off the trail. Head to our Stories today to get a glimpse into our pack-fitting technique. | 📷 @danholzphoto | Featured pack from the Aether/Ariel Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"#OspreyAmbassador @travelingjackie is a podcast host and adventure trip leader, who loves watching individuals discover themselves while exploring new landscapes. While her home base is the mountains of Montana, she can often be found in Europe or the depths of Patagonia. Today on our Stories, get a glimpse into what life on an international trip is like with Jackie, and why she devotes so much time to facilitating world-wide adventures for others. | 📷 by @samrouda_ #ospreypacks",OspreyAmbassador,ospreypacks,,,,,,,,,,,,
"One of our most versatile pack series yet, Talon/Tempest allows for dynamic movement whether you're bagging peaks or bikepacking. This series is also now sustainably designed with recycled, high-tenacity nylon in new volumes, new styles, and new colors. Head to the link in our bio for more. #ospreypacks

What's your favorite memory with your Talon/Tempest?",ospreypacks,,,,,,,,,,,,,
"""I glanced out the window at the signs of spring. The sky was almost blue, the trees were almost budding, the sun was almost bright."" - Millard Kaufman | 📷 by @amira.silverman | Featured pack from the Talon/Tempest Series #ospreypacks #ospreyambassador #thegooddaysaremade",ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,,
"Happy National Camp at Home Day! We’ve partnered with @kammok and 8 other brands to celebrate the joy, magic, and community of #NationalCampAtHomeDay. It’s time to get creative for this one! 

Prize Package:
🦅 @ospreypacks Transporter Duffel 95
⛺️ Camp at Home Kit: Avid Camp at Homer sticker, bandana, hat, and all the goodies to make s’mores, including @snackapade marshmallows
☁️ @kammok Swiftlet portable hammock stand, Roo, and Python straps
🐶 @ruffwear Highlands Sleeping Bag + Pad
💦 @sawyerproducts Backcountry to Backyard Kit: Permethrin, Picaridin, sunscreen, Squeeze Filter, Tap Filter, NOSO patches, shirt, stickers
🌎 @wholeearthprov Industrial Revolution ""Titan Fire Striker"", Penguin Putname Inc. ""Knots"", UST ""Paratinder, 30'”
🔥 @solostove Bonfire portable firepit with stand, four roasting sticks
🐻 @bearvault BV450 Food Canister 
☕ @kujucoffee Coffee Starter Pack
🌲 @keepnaturewild: $100 Gift Card

TO ENTER:
1. Take a creative picture of your at-home camping setup, & post to your main IG feed using #NationalCampatHomeDay
2. Make sure your account is public so we can see it!
2. Follow all the brands above

On Monday, 3/29 we'll select one household to take home this massive prize package. Good luck!

What is National Camp at Home Day? It's as simple as it sounds. A day to get creative, have fun, build the campsite of your dreams in your living room, backyard, you name it! Blanket forts, indoor tents, there is no wrong or right way to celebrate. It’s a global campout for the whole community, no matter your skill level or where you're located. Last March when we stayed home to protect our neighbors, this community of hikers, campers, everyday adventurers, rallied together to lift spirits in homes around the world. We can’t wait to see what you’ll do again.",NationalCampAtHomeDay.,NationalCampatHomeDay,,,,,,,,,,,,
“Life has no limitations except the ones you make.” - Les Brown | 📷 #OspreyAmbassador @gregorylum | Featured pack from the Skarab/Skimmer Series #ospreypacks #thegooddaysaremade,OspreyAmbassador,ospreypacks,thegooddaysaremade,,,,,,,,,,,
"""The attitude you have as a parent is what your kids will learn from more than what you tell them. They don’t remember what you try to teach them. They remember what you are."" - Jim Henson | 🎥 #OspreyAmbassador @eric__pichardo | #ospreypacks #thegooddaysaremade",OspreyAmbassador,ospreypacks,thegooddaysaremade,,,,,,,,,,,
"“Dogs do speak, but only to those who know how to listen.”– Orhan Pamuk | 📷 by @aloofandfloof | Featured pack from the Talon/Tempest Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"Say hello to the 2021 Thru Hike Syndicate ambassador team! 👋

For years we’ve been a sponsor of the Thru Hike Syndicate, an ambassador program for thru hikers that supports individuals on their hiking journeys that take them hundreds of miles across some of the most iconic long trails. After an unexpected season last year, we’re excited to bring back and support many ambassadors we selected for 2020, but are also thrilled to welcome new faces that altogether make up our 2021 Thru Hike Syndicate ambassador team! We will be sponsoring these hikers with backpacks to complement gear from the awesome teams at @darntoughvermont, @ledlenserusa, @nemoequipment, @peakrefuel, @vasquefootwear, @lekiusa, and @sawyerproducts.

As part of this program, we've been doing our best to navigate major trail organization recommendations for 2021, mandated and person safety precautions, and highly competitive permit systems. Hiking this year looks a lot different for all of us, which is why you’ll see both traditional and non-traditional long-distance hiking goals reflected within this year's team. As a sponsor of this program, we’re excited and honored to be telling the story of each ambassador’s unique journey this season. 

Join us in welcoming this awesome crew! 👏",,,,,,,,,,,,,,
"@haileyoutside is a mother and outdoor enthusiast, and loves taking her son hiking around their home state of Utah. After having used the Poco since he was 7 months old, Hailey is sharing some tips she’s learned for adjusting the pack to obtain maximum comfort, making long days on the trail fun for the whole family. #ospreypacks #hikingwithkids",ospreypacks,hikingwithkids,,,,,,,,,,,,
“There's nothing more contagious than the laughter of young children; it doesn't even have to matter what they're laughing about.” - Criss Jami | 📷 by @Hoomans.and.hounds | Featured pack from the Poco Series #ospreypacks,ospreypacks,,,,,,,,,,,,,
"""'You should turn around.' I stared in disbelief at the two men in front of me. We’d spent the last eight hours carrying our two kids and three days’ worth of gear up this mountain, and now I was being told to turn back.

Austin and I have hiked up 10,000 feet and over 130 miles with our four and two-year-old, so our trails have always been littered with concern and doubt from strangers. Kids aren’t common 30 miles up a trail so we’ve tried to be welcoming and open to the tidal wave of advice that comes our way.""

| Learning how to take care of your kids in the wild is simply learning how to run interference in a new environment. On the blog, Rachel Cary has compiled her top 5 tips for taking your children into the backcountry, in hopes of helping parents find confidence in the new skill. Read now at the link in our bio. | 📷  @rachjeanine | Featured Pack from the Aether/Ariel Series #ospreypacks #hikingwithkids #campingwithkids",ospreypacks,hikingwithkids,campingwithkids,,,,,,,,,,,
"""Where words are restrained, the eyes often talk a great deal."" - Samuel Richardson | 📷 by @torresadventures0107 and @josiannedphotographe | Featured pack from the Manta/Mira Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""And at the end of the day, your feet should be dirty, your hair messy and your eyes sparkling."" - Shanti | 📷 by @brandyleann | Featured pack from the Poco Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""The natural state of motherhood is unselfishness. When you become a mother, you are no longer the center of your own universe. You relinquish that position to your children.” - Jessica Lange | For those future moms that love getting outside, #OspreyAmbassador @backpackerbhav is sharing 9 important tips she's learned while hiking and pregnant. Head to our Stories today to check them out! | 📷 @shashankvijayphotos | Featured pack from the Skarab/Skimmer Series #ospreypacks #thegooddaysaremade",OspreyAmbassador,ospreypacks,thegooddaysaremade,,,,,,,,,,,
"""When you do things from your soul, you feel a river moving in you, a joy."" - Rumi | 📷 by @jennie.adventures | Featured pack from the Atmos/Aura Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""Watch your life as if it were a film. Absorb everything. What you see, hear, and feel will stamp every alphabet of your work."" - Nikky Finney | 📷 by @_beckyprice_ | Featured pack from the Daylite Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"For all you pregnant mamas who love the outdoors, hiking during pregnancy can be very rewarding for both your physical and mental health. #OspreyAmbassador @backpackerbhav initially wasn't sure if her and @shashankvijayphotos would be able to enjoy the outdoors the same way now that they are expecting, but learned quickly that some minor changes in planning have allowed them to adventure as they did before. 

Head to our Stories today for 9 tips on hiking while pregnant! | 📷 by @shashankvijayphotos with @backpackerbhav | Featured pack from the Skarab/Skimmer Series #ospreypacks #thegooddaysaremade",OspreyAmbassador,ospreypacks,thegooddaysaremade,,,,,,,,,,,
"""It's always sunny above the clouds. Always. Every day on earth - every day I have ever had - was secretly sunny, after all."" - Caitlin Moran | 📷 by @ianyugraphy with @vega823 | Featured pack from the Aether/Ariel Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""The moments of happiness we enjoy take us by surprise. It is not that we seize them, but that they seize us."" - Ashley Montagu | 📷 by @rachandlaurexplore | Featured pack from the Manta/Mira Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"“She promised better things for herself, so she sought out those things and never looked back.” - Unknown | 📷 by @sole_sister_ascending | Featured pack from the Talon/Tempest Series #ospreypacks #ospreyambassador #thegooddaysaremade",ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,,
"In her new short documentary, DURGA: Forging a New Trail, filmmaker @emilyhopcian tells the story of Durga Rawal, the only guide of any gender from her village in northern Nepal. In a country where boys receive an education, men seek employment in larger cities, and girls and women are often left to work on family farms and within their homes, Durga’s is a story of defying cultural, societal and familial expectations to pursue an independent life. 

Get Emily's perspective into the new film today on our Stories, or go further behind the scenes at the link in our bio. | 📸 @kopal.goyal7 & @emilyhopcian | Featured pack from the Stratos/Sirrus Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""You need to learn how to select your thoughts just the same way you select your clothes every day. This is a power you can cultivate."" - Elizabeth Gilbert | 📷 by @mig_jacob | Featured pack from the Volt/Viva Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"Our updated Daylite® Family features new silhouettes and colors, refined features, and is now made with sustainable recycled materials. From backpacks, waist packs and duffels, to totes, slings and kids’ packs, these multipurpose solutions can be used every day, everywhere: on a day hike, as a travel bag, at the market or on the go. Head to the link in our bio to explore the whole series. #ospreypacks",ospreypacks,,,,,,,,,,,,,
"Have you ever headed out on a hiking trip and realized you forgot your hiking boots? 

Most of us know the feeling of forgetting something important. In her latest video, seasoned backpacker and #OspreyAmbassador @travelwithirine preps for the upcoming hiking season and shares how she makes sure she packs all she needs for short and long weekend adventures in her home state of Washington. Head to the link in our bio to get a copy of her trusty checklist of hiking necessities, as well as see how she distributes weight in her pack, and get to know some of her favorite items to bring on a trip. | 📷 by @travelwithirine | Featured pack from the Stratos/Sirrus Series #ospreypacks #thegooddaysaremade",OspreyAmbassador,ospreypacks,thegooddaysaremade,,,,,,,,,,,
"“If you’re someone people count on, particularly in difficult moments, that’s a sign of a life lived honorably.” | 📷 by @mattyjmarch | Featured pack from the Manta/Mira Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""Woosh! I slip down the wall. My harness and the rope catch me, and just like that, I’m essentially back to square one... Learning something new is humbling. I am reminded how difficult but also exciting it is to start something new, to be completely out of my element and starting from scratch, especially in the outdoors. There is a steep learning curve, and I am reminded that, as is the case with so many things in life, it is not about the destination but rather the journey.""

Writer @emilyhopcian recounts her first time ice climbing in Michigan's Upper Peninsula, and reflects on how trying something new is a reminder of the beauty of being a constant work in progress. Head to the link in our bio to read. | 📷 by @bethpricephotography #ospreypacks",ospreypacks,,,,,,,,,,,,,
"“Loving life is easy when you are abroad. Where no one knows you and you hold your life in your hands all alone, you are more master of yourself than at any other time.” - Hannah Arendt | 📷 by @coltonstiffler with #ospreyambassador @travelingjackie | Featured pack from the Kestrel/Kyte Series #ospreypacks #thegooddaysaremade",ospreyambassador,ospreypacks,thegooddaysaremade,,,,,,,,,,,
"""The path is not easy, the climbing is rugged and hard, but the glory at the end is worthwhile.” - Matthew Henson | 📷 by @k_sealer | Featured pack from the Duro/Dyna Series #ospreypacks #ospreyambassador #thegooddaysaremade",ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,,
"“Surely, of all the wonders of the world, the horizon is the greatest.” - Freya Stark | 📷 by @knarles_gage | Featured pack from the Mutant Series #ospreypacks #ospreyambassador #thegooddaysaremade",ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,,
"Elite Runner & Osprey Athlete @rachelraedrake is known both for breaking tape at the finish of 50km races and for making medical breakthroughs as an MD/PhD student in Portland, OR. How does she balance these two lives? 

In this new short film, Rachel Drake shares her ""methods"" for balancing life, career, and running. Today and every day, women in the outdoors like Drake inspire us and our products. 

🎥 by @stevenmortinson, with help from @lekiusa, @spring_energy, and @neckshoulders #IWD2021 #internationalwomensday",IWD2021,internationalwomensday,,,,,,,,,,,,
