caption,answer
"“Surely, of all the wonders of the world, the horizon is the greatest.” - Freya Stark | 📷 by @knarles_gage | Featured pack from the Mutant Series #ospreypacks #ospreyambassador #thegooddaysaremade",
"Elite Runner & Osprey Athlete @rachelraedrake is known both for breaking tape at the finish of 50km races and for making medical breakthroughs as an MD/PhD student in Portland, OR. How does she balance these two lives? 

In this new short film, Rachel Drake shares her ""methods"" for balancing life, career, and running. Today and every day, women in the outdoors like Drake inspire us and our products. 

🎥 by @stevenmortinson, with help from @lekiusa, @spring_energy, and @neckshoulders #IWD2021 #internationalwomensday",
"⛺ The sun is setting on our Summits and Sunsets Backpacking Giveaway! ⛺

Enter through tomorrow for the chance to win an awesome gear package from @ospreypacks, @lekiusa, @vasquefootwear, @jetboil, @eurekacamping, @sawyerproducts and @ustgear!
Head to the link in our bio to enter and get ready to adventure in comfort this summer!

Giveaway closes tomorrow, Sunday, 3/7/21 at 11:59 PM MT and you must be over 18 years old, and located in the United States, to receive the prize. One random winner will be selected and notified, and the winner will only be contacted via email. This giveaway is not sponsored, endorsed, or administered by Instagram. #ospreypacks #giveaway",
"""Most of the shadows of this life are caused by standing in one's own sunshine. "" - Ralph Waldo Emerson | 📷 by @_ends_of_the_earth_ | Featured pack from the Archeon Series #ospreypacks",
"""Make the most of yourself by fanning the tiny, inner sparks of possibility into flames of achievement.” - Golda Meir | 📷 by @jacintapink | Featured pack from the Exos/Eja Series #ospreypacks",
"This International Women’s Day and every day, we celebrate the contribution and applaud the achievements of women in the outdoors who inspire us and our products—from the women here at Osprey to our professional female athletes. #IWD2021",
"“One of the secrets to staying young is to always do things you don’t know how to do, to keep learning.” - Ruth Reichl | 📷 by @amelievoyer by @bare_hands_jewelry_company | Featured pack from the 24/7 Series #ospreypacks",
"""On life and peaks it is the same. With strength we win the grail, but courage is the thing we need to face the downward trail.” - Jacob Clifford Moomaw | 📷 by @michelholleman | Featured pack from the Exos/Eja Series #ospreypacks",
"""Embrace what makes you unique, even if it makes others uncomfortable. I didn't have to become perfect because I've learned throughout my journey that perfection is the enemy of greatness."" - Janelle Monae | 📷 by @backpackerbhav | Featured pack from the Sirrus/Stratos Series #ospreypacks #ospreyambassador #thegooddaysaremade",
“Friendship is the only cement that will ever hold the world together.” - Woodrow T. Wilson |  📷 by cherrrylok | Featured pack from the Atmos/Aura Series #ospreypacks,
"""Don't settle for average. Bring your best to the moment. Then, whether it fails or succeeds, at least you know you gave all you had. We need to live the best that's in us."" - Angela Bassett | 📷 by @thrillermom | Featured pack from the Daylite Series #ospreypacks",
"⛺SUMMITS AND SUNSETS | BACKPACKING GIVEAWAY ⛺
Gear up and get out there with our Summits and Sunsets Giveaway. Enter for a chance to win this prize package and your gear will keep you comfortable every step of your journey. Bring on the backpacking adventures. Prizes include:

- 1 NEW Osprey Packs Aether/Ariel 65 Backpack
- 1 Pair of LEKI Micro Vario Carbon Trekking Poles
- 1 Pair of Vasque Footwear Breeze LT GTX Hiking Boots
- 1 NEW Jetboil Stash Stove
- 1 Eureka Midori 2 Person Tent
- Sawyer Bug protection package including four Permethrin Spray Bottles, two Picaridin Spray Bottles, and two Picaridin Lotion 7-Packs), as well as two sunscreens and one Sawyer Squeeze filter
- 1 UST Gear Freestyle Lightweight Backpacking Sleeping Mat
To enter, simply:
⛺ Like this post and tag a backpacking buddy
⛺ Follow @ospreypacks, @lekiusa, @vasquefootwear, @jetboil, @eurekacamping, @sawyerproducts and @ustgear
⛺ Head to the link in our bio to enter and get more details
Giveaway closes Sunday 3/7/21 at 11:59 PM MT. One random winner will be selected and notified.
-
This giveaway is not sponsored, endorsed, or administered by Instagram and you must be over 18 years old, and located in the United States, to receive the prize.
#ospreypacks #giveaway",
"""When we fulfil our function, which is to truly love ourselves and share love with others, then true happiness sets in."" - Gabrielle Berstein | 📷 by @irsksettere | Featured pack from the Talon/Tempest Series #ospreypacks",
"Announcing the 2021 Thru-Hiker Giveaway! 

We've partnered with the new @hikerfeed app and a handful of other brands to give out $2500 worth of gear to 10 lucky winners. To enter for your chance to win, or to get more details, click the link in @hikerfeed's bio to download the HikerFeed app and get started. This contest runs from February 21st to February 28th, with winners selected on March 3rd. Open to U.S. applicants only. Good luck! #ospreypacks #hikerfeed #thruhiking #giveaway",
"""Color! What a deep and mysterious language, the language of dreams."" - Paul Gauguin 📷 by @fayefully_yours  Featured pack from the 24/7 Series #ospreypacks",
"#OspreyAthlete and professional explorer @RayZahab feels very fortunate to do what he loves. He has run over 17,000 km across the far corners of the world in the last 15 years. But the greatest gift in his life has been being a dad. Every week, they hold ""family day,"" a day of no pressure adventure and quality time with his wife, Kath, and their two girls, Mia and Anika. 

''On all of my expeditions since then, I dream about days when I return home, to create our own family adventures big and small. I see in my daughters a growing fascination of what adventures are out there waiting for them, and it stokes me so much that they are getting increasingly excited to explore in bigger way, and they have a big goal set for the near future!'' - Ray 

Tune into our stories and posts today and get a peek into what family day entails for this Ottawa-based adventure clan, and how they make their outdoor adventures fun for all. 
 📷 by @rayzahab  Featured pack from the Daylite, Ace, Levity, and Exos/Eja Series #ospreypacks",
"To the ones who inspire us to get outside. The little ones shouldering their first pack. The four-legged ones who whimper with excitement until we arrive at the trailhead. The down-for-anything ones who fill our weekends up with adventure. Whoever “the one” is that makes your outdoor dreams come true, let's spread the love today.",
"""The biggest adventure you can take is to live the life of your dreams."" - Oprah Winfrey 📷 by @lynnnac  Featured pack from the Daylite Series #ospreypacks",
"""When you put love out in the world it travels, and it can touch people and reach people in ways that we never even expected."" - Laverne Cox 📷 by @canipel  Featured pack from the Poco Series #ospreypacks",
"High in the cliffs of Grand Teton National Park, an isolated, genetically unique herd of less than 100 Bighorn Sheep has miraculously been able to hold on despite threats of habitat loss, disease, and human interference. In this new short film, Denizens of the Steep explores the impact of backcountry recreation on migratory sheep, with professional ski mountaineer/guide @kimhavell and others discussing the importance of protecting and conserving the wild places in which we roam. 

Head to the link in our bio to watch the full film. #ospreypacks #recreateresponsibly",
"""I'd rather regret the risks that didn't work out than the chances I didn't take at all."" - Simone Biles | 📷 by @lukas_klingora_lukymountain.cz | Featured pack from the Mutant Series #ospreypacks",
"""It was when I realized I needed to stop trying to be somebody else and be myself, I actually started to own, accept and love what I had.” - Tracee Ellis Ross 📷 by @Law_soaring_eagle  Featured pack from the Talon/Tempest Series #ospreypacks",
"Every Sunday we go on a Zahab family adventure. Together we decide if it will be a trail run, ski, or something else. This past year, the girls set specific goals, such as completing their first 20km trail run, which evolved into multiple trail runs over 20km. Each year, we’ve set a goal to go on a bigger adventure than the year before when dad gets home from expeditions. 

In 2020, the girls focused their goals on skiing groomers and backcountry, both skate and classic. Due to travel restrictions, our big winter adventure will have to wait, but we won’t let all this training be for not! This week’s ski was an awesome 24km loop with plenty of climbing and a few technical descents, which they go into a tuck, and I curl up into more of a fetal position ‘fear tuck’😂! 

What family adventures do you have planned this winter? Share with us in the comments below!",
"⛺ GIVEAWAY REMINDER! ⛺
Our Summits and Sunsets Backpacking Giveaway ends soon!

Don’t miss the chance to enter to win an awesome gear package from @ospreypacks, @lekiusa, @vasquefootwear, @jetboil, @eurekacamping, @sawyerproducts and @ustgear!
Enter via the link in our bio and get ready to adventure in comfort this summer!

Giveaway closes Sunday, 3/7/21 at 11:59 PM MT and you must be over 18 years old, and located in the United States, to receive the prize. One random winner will be selected and notified. This giveaway is not sponsored, endorsed, or administered by Instagram.
#ospreypacks #giveaway",
"""When you take care of yourself, you're a better person for others. When you feel good about yourself, you treat others better."" - Solange Knowles | 📷 by @amberkchang | Featured pack from the Kamber/Kresta Series #ospreypacks #ospreyambassador #thegooddaysaremade",
"Whether you are a seasoned veteran or new to touring, a solid set of tools at your disposal is a good starting point for staying safe in the backcountry. Today on the blog, @grady_j outlines a toolkit of apps, books, and other resources he uses to prepare for a trip to the backcountry, safety and repair items he won't leave home without, and his must-have camera for capturing a fun day of touring. Head to the link in our bio for more. 📷 @liam_doran_outdoors with @grady_j  Featured pack from the Soelden/Sopris Series #ospreypacks #backcountryskiing #backcountrysafety",
"“Everything I was I carry with me, everything I will be lies waiting on the road ahead.” - Ma Jian 📷 by @ren.rover  Featured pack from the Skarab/Skimmer Series #ospreypacks",
"""Snow falling soundlessly in the middle of the night will always fill my heart with sweet clarity."" - Novala Takemoto 📷 by @brenda.h.ak  Featured pack from the Poco Series #ospreypacks",
"“The climb speaks to our character, but the view, I think, to our souls.” - Lori Lansens 📷 by @caminantito  Featured pack from the DayLid from the Aether/Ariel Series #ospreypacks",
"""We live in a wonderful world that is full of beauty, charm and adventure. There is no end to the adventures we can have if only we seek them with our eyes open."" - Jawaharial Nehru 📷 by @eric__pichardo  Featured pack from the Seral/Savu and Jet Series #ospreypacks",
"It's the FINAL day of our giveaway with @nalgene, @finalstraw, and @khalacompany! 
No one wants to find garbage in the backcountry, hiking trails or even your favorite natural getaway, so we want to help you pack it in and pack it out. We've partnered with a few other eco-conscious brands to help you stay #zerowaste on your adventures. Whether you're skinning up for amazing pow turns or just going for a hike around your local lake, these brands will help set you up for leave-no-trace success. ✌💚🌎
 
One winner will receive:
@ospreypacks: One Sopris 30 🎒
@nalgene: Three Nalgene water bottles 💧
@finalstraw: One FinalFork, one FinalSpork, one FinalStraw and one Biggie Straw 🥤
@khalacompany: 2 sandwich wraps and 1 beeswax combo pack 🐝
 
To Enter The Giveaway:
1) Follow @finalstraw @ospreypacks @nalgene @khalacompany 
2) Like this post & comment how you stay eco-friendly in the backcountry!
3) Tag 3 three friends
 
Good luck!! Giveaway ends 2/8 and @khalacompany will announce the winner on 2/10
 
Giveaway open world wide!

**Disclaimer: Instagram is not a sponsor nor does it endorse, administer or have any association with this giveaway**",
"""A person does not grow from the ground like a vine or a tree, one is not part of a plot of land. Mankind has legs so it can wander."" - Roman Payne 📷 by @railandtrail  Featured pack from the Atmos/Aura Series #ospreypacks",
“Some things cannot be taught; they must be experienced. You never learn the most valuable lessons in life until you go through your own journey.” - Roy T. Bennett 📷 by @trsachct  Featured pack from the Farpoint/Fairview Series #ospreypacks,
"“Vulnerability sounds like truth and feels like courage. Truth and courage aren't always comfortable, but they're never weakness.” - Brene Brown 📷 by @LifeofHern  Featured pack from the Poco Series #ospreypacks",
"""We travel, some of us forever, to seek other states, other lives, other souls."" - Anais Nin 📷 by @marynsimrak  Featured pack from the Transporter Series #ospreypacks #ospreyambassador #thegooddaysaremade",
"""When you travel with children, you are giving away something that can never be taken away. Experience, exposure, and way of life."" - Pamela T. Chandler | 📷 by @alylivingsf | Featured pack from the Poco Series #ospreypacks",
“You can waste your lives drawing lines. Or you can live your life crossing them.” - Shonda Rhimes | 📷 by @veona | Featured pack from the Skarab/Skimmer Series #ospreypacks,
"“In the sweetness of friendship let there be laughter, for in the dew of little things the heart finds its morning and is refreshed.” - Khalil Gibran 📷 by @ayliazaidi  Featured pack from the Kamber/Kresta and Katari/Kitsuma Series #ospreypacks",
"TODAY is the LAST DAY to enter our Backyard Winter Adventure Giveaway!
 
To get you stoked for Old Man Winter, we’ve teamed up with some amazing brands to give away an enviable prize package:
- Osprey Packs: Soelden 32 or Sopris 30 + Transporter 65
- Wagner Skis: 1 pair of custom skis
- Rocky Talkies: Pair of Radios
- Skida: Hat, Mask and Neckwear set (2 pieces)
- Wild Rye: 1 Bottom Base Layer
- Darn Tough: 5 pairs of socks
 
To enter, simply:
❄️ Like this post and tag a friend
❄️ Follow @ospreypacks, @wagnerskis, @rockytalkies, @skidagram, @wild_rye_ and @darntoughvermont
❄️ Click the link in our bio to enter and get more details
 
Giveaway closes TONIGHT, February 6, 2021 at 11:59 PM MT. 1 winner will be chosen at random and notified via email.
-
This giveaway is not sponsored, endorsed, or administered by Instagram and you must be over 18 years old, and located in the United States, to receive the prize.
#ospreypacks #giveaway",
"“Don’t ever accept anyone else’s preconceived limitations. If there’s something you want to do, there isn’t any reason you can’t do it.” - Amy Dodson 📷 by @docqin  Featured pack from the Talon/Tempest Series #ospreypacks",
"A lot can change in 6 months, but some things never do. Kylo has always loved spending time in the mountains, even if his mom still has to carry him down when he gets tired. 📷s by @galinapodolsky with @mountains.soul  Featured pack from the Kamber/Kresta Series #ospreypacks",
"“There’s no glory in climbing a mountain if all you want to do is to get to the top. It’s experiencing the climb itself – in all its moments of revelation, heartbreak, and fatigue – that has to be the goal.” – Karyn Kusama 📷 by @_mhmmdyzied  Featured pack from the Daylite Series #ospreypacks",
"""I've learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel."" - Maya Angelou 📷 by @jamesqmartin with @flying_tortuga  Featured pack from the Tempest/Talon and Daylite Series #ospreypacks #ospreyambassador #thegooddaysaremade",
"""Those who contemplate the beauty of the earth find reserves that will endure as long as life lasts."" - Rachel Carson 📷 by @kylehughesphoto with @becca_foss  Featured pack from the Kestrel/Kyte Series #ospreypacks",
"❄️ Backyard Winter Adventure Giveaway! ❄️

We’re partnering with some awesome brands to giveaway the ultimate backcountry adventure kit. Prizes include:
- 1 Osprey Soelden/Sopris 32 and a Transporter 65
- 1 set of Rocky Talkies radios
- Gift card for $1995 for a set of custom skis from Wagner Skis
- 5 pairs of Darn Tough socks
- 1 100% Merino Base Layer from Wild Rye
- Neckwear, a hat, and a face mask from Skida
 
To enter, all you have to do is:
✔️ Like this post and tag your favorite winter adventure partner!
✔️ Follow @ospreypacks, @rockytalkies, @wagnerskis, @darntoughvermont, @wild_rye_ and @skidagram
✔️ Click the link in our bio to enter and get more details
 
Giveaway closes Saturday 2/6/21 at 11:59 PM MT and one random winner will be selected and notified on Monday 2/8. 
-
This giveaway is not sponsored, endorsed or administered by Instagram and you must be over 18 years old, and located in the United States to receive the prize.
#ospreypacks #giveaway",
"This weekend is the annual Ouray Ice Festival at @ourayicepark, and #OspreyAmbassador @wanderlinds_ is taking us behind the scenes. Tune into our stories throughout the weekend to hear how Lindsay got started in the sport, and for live updates as she competes in both the mixed and speed ice climbing competitions.",
"“To learn something from you, the forest silently observes you and quietly listens to you. If you want to learn something from the forest, do the same thing."" - Mehmet Murat Ildan 📷 by @bryanfino13  Featured pack from the Kamber/Kresta Series #ospreypacks",
"Today is the FINAL day to enter our Backcountry Adventure Giveaway ⛷ We want to help you responsibly explore new terrain this season so we're giving away a Backcountry Babes x Wild Barn x Osprey prize package. To enter, follow @ospreypacks, @wildbarncoffee and @backcountrybabes, then head to the link in our bio to complete the form.  Open to U.S. residents only - ends tonight, Sunday 1/17  Please #recreateresponsibly by knowing your environment, your risk and your impact before you go. #responsiblerecreation",
"""Nature holds the key to our aesthetic, intellectual, cognitive and even spiritual satisfaction."" - E. O. Wilson 📷 by @sarahtani  Featured pack from the Kamber/Kresta Series #ospreypacks",
"""The things you are passionate about are not random, they are your calling."" - Fabienne Fredrickson 📷 by @wanderlinds_  Featured pack from the Talon/Tempest Series #ospreypacks #ospreyambassador #thegooddaysaremade",
"""After surviving terminal cancer twice as a kid, Sean Swarner felt the need to redefine what ""impossible"" meant to him and found a higher calling in life: mountains. Today on the blog, Swarner describes his desire to reclaim his life and calls others to do the same. 

""In order to shift your thinking from victim to victory, summon your mental toughness. Circumstances can really kick you in the teeth (trust me, I know), but you can overcome them. The world doesn’t owe you anything, so you need to claim your joy."" Read the full post via the link in our bio.",
"With so much snow hitting the country lately, we're turning to #OspreyAmbassador @_thehungryhiker and her newest video on preparing for winter hiking. Kathleen is sharing her step-by-step process for preparing for snowy hiking and snowshoeing adventures in her home state of Washington, and is loaded with her favorite free, online planning resources. Head to the link in our bio to watch.  📷 by @_thehungryhiker| Featured pack from the Talon/Tempest Series #ospreypacks",
"""The bad news is time flies. The good news is you're the pilot."" - Michael Altshuler 📷 by @zosie_marie  Featured pack from the Daylite Series #ospreypacks",
"With winter hiking season in full force, it's important to make sure your cold weather setup is dialed. For recommendations on the best gear, or simply for some inspiration to hit the snowy trails this weekend, we turn to #OspreyAmbassador @_thehungryhiker. Head to the link in our bio to check out her new video outlining her go-to gear for winter hiking. #winterhiking #wintergear",
"“One travels to run away from routine, that dreadful routine that kills all imagination and all our capacity for enthusiasm.” – Ella Maillart 📷 by @skandog  Featured pack from the Kestrel/Kyte Series #ospreypacks",
"Osprey Ambassador @nimsdai and his team are taking their time to get fully prepared for the next phase of their K2 Winter Expedition. They returned to K2 base camp on New Year's Eve and have been resting while they wait for the next weather window to begin fixing lines up to Camp 4. ⁠
⁠
“The weather forecast for the next few days isn’t looking great, with strong hurricane-force winds and snow expected. But in the next weather window opportunity, myself and my team will be aiming to fix lines up to Camp 4, as per the current plan.” ⁠ 📷 by @nimsdai #ospreypacks #ospreyambassador #thegooddaysaremade",
"Backcountry Adventure Giveaway ⛷️ Backcountry enthusiasts: We want to help you explore new terrain in the new year with a Backcountry Adventure Giveaway. Enter for a chance to win this Backcountry Babes x Wild Barn x Osprey prize package—and recreate responsibly by knowing your environment, your risk and your impact before you go. To enter, follow @ospreypacks, @wildbarncoffee and @backcountrybabes, then head to the link in our bio to complete the form.  Open to US residents only - ends Sunday 1/17  #responsiblerecreation",
"""The moments of happiness we enjoy take us by surprise. It is not that we seize them, but that they seize us."" - Ashley Montagu 📷 by @growingupmakita  Featured pack from the Talon/Tempest Series #ospreypacks",
"What does the college experience look like amidst the pandemic? It looks like days filled with personal space, safety precautions, and being creative and deliberate when connecting with friends. Today on the blog, #OspreyAmbassador @amira.silverman reflects on her fall semester college experience and shares how learning this year stretched far beyond the classroom. 📷 by @amira.silverman  Featured pack from the Transporter Series #ospreypacks",
"Today is the start of a new year, and we hope this chapter brings you a year filled with fun memories, impactful growth, and some fresh powder. 📷 by @gregorylum  Featured pack from the Mutant Series #ospreypacks",
"""The giving of love is an education in itself."" - Eleanor Roosevelt 📷 by @drawingfromnature  Featured pack from the Kamber/Kresta Series #ospreypacks #ospreyambassador #thegooddaysaremade",
“You must go on adventures to find out where you truly belong” - Sue Fitzmaurice 📷 by @coltonstiffler with @travelingjackie  Featured pack from the Kamber/Kresta Series #ospreypacks #ospreyambassador #thegooddaysaremade,
"As the sun gets ready to set on 2020, we say goodbye and thank you to a year that has challenged us and brought us closer together in unexpected ways. 📷 by @michael_buttz  Featured pack from the Atmos/Aura Series #ospreypacks",
"“I prefer winter and fall, when you feel the bone structure of the landscape. Something waits beneath it; the whole story doesn't show.” – Andrew Wyeth 📷 by @mrsbaijones  Featured pack from the Poco Series #ospreypacks",
"""Feels like we're living inside a snow globe today."" On the days when fresh snow falls outside, pure magic is everywhere. ✨ 📷 by @maddylouu  Featured pack from the Poco Series #ospreypacks",
"Happy holidays from all of us here at Osprey! 'Tis the season for rest, celebration and reflection, and we hope you're able to enjoy all three no matter where you are. 📷 by @kyleektoth  #ospreypacks #happyholidays #celebration #holidayseason",
"While lots of effort goes into a successful and safe day in the backcountry, we often only see the highlight reel on social media. From digging snow pits to checking the forecast, Osprey athlete @sbrunso and his backcountry partner @grady_j take to our blog today to share some reminders to ensure a safe day off-piste. 📷 by @grady_j  Featured pack from Soelden/Sopris Pro Series #ospreypacks #backcountrysafety",
"“Earth and sky, woods and fields, lakes and rivers, the mountain and the sea, are excellent schoolmasters, and teach of us more than we can ever learn from books.” - John Lubbock 📷 by @johndavie10  Featured pack from the Kestrel/Kyte Series #ospreypacks",
"Tomorrow is the final day to apply to be a @thruhikesyndicate ambassador! If you’re planning on #thruhiking one of America’s long trails in 2021, are interested in sharing your journey with the broader outdoor community, and want to be sponsored with gear from us, @darntoughvermont, @lekiusa, @nemoequipment, @peakrefuel, @sawyerproducts and @vasquefootwear, we want to hear from you! Head to the link in our bio for more information, or to apply to be a 2021 Thru Hike Syndicate ambassador. 📷 by @twerkinthedirt  Featured pack from the Exos/Eja Series #ospreypacks",
"#OspreyAmbassador @_thehungryhiker has hiked the 2,650 miles of the Pacific Crest Trail twice, so she knows first hand how much preparation (physically and logistically) it takes in the months leading up to a thru hike. Today on the blog, Kathleen breaks how to prepare your body for a long hike, how to plan resupplying along the way, and discusses budgeting for weeks or months on the trail. Head to the link in our bio for more. 📷 by @_thehungryhiker  Featured pack from the Exos/Eja Series #ospreypacks",
"“If you don’t get out of the box you’ve been raised in, you won’t understand how much bigger the world is.” - Angelina Jolie 📷 by @craigpdooley  Featured pack from the Mutant Series #ospreypacks",
"“And then there is the most dangerous risk of all – the risk of spending your life not doing what you want, on the bet you can buy yourself the freedom to do it later.” - Randy Komisar 📷 by @hannelune  Featured pack from the Kamber/Kresta Series #ospreypacks",
"""As a child, I lived in uncertainty, not knowing when I might lose my mobility. In my youth, I pushed the envelope despite my disability and I still do today. After everything, know this – I am very grateful to be alive, to be born different, to go through various adversities and receive the gift and opportunity to show myself that one can adapt and thrive no matter the challenge."" Scott Davidson was born with a disability that has caused bullying, pain and uncertainty, but he wouldn't change a thing. Read his full story on the blog at the link in our bio. 📷 @living_adaptive  Featured pack from the Talon/Tempest Series #ospreypacks",
"For 2021, we’re partnering with @darntoughvermont, @lekiusa, @nemoequipment, @peakrefuel, @sawyerproducts and @vasquefootwear to support a team of @thruhikesyndicate ambassadors. These ambassadors are long-distance hikers heading out on a thru hike in 2021 and are passionate about the benefits of getting outside, sharing their journey with the broader community through photos and words, and are mindful of the impact they have on the land. If this sounds like you or anyone you know, we want to hear from you! Apply to be a 2021 Thru Hike Syndicate ambassador at the link in our bio. 📷 by past #ThruHikeSyndicate ambassadors @wilderness_wandering @brownkids @ashleysadventure #thruhiking #thruhiker",
"""One of the first lessons I learned while thru-hiking the PCT was planning every detail of a thru-hike was not only impossible, but it took away from the true thru-hiking experience."" Today on the blog, #OspreyAmbassador @_thehungryhiker pulls from personal experience and shares advice on how to get the most out of a thru hike. Read her tips via the link in our bio. 📷 by @_thehungryhiker  Featured pack from the Aether/Aura Series #ospreypacks",
"“My hope is to simply do my best as their mother. I will continue to learn, educate, uplift, support, and progress in the world of racial equality. I want to be an advocate for content of character, not judgement of skin color. We have plenty of tools to face these things as adoptive parents and there is a lot more going on than an outsider often realizes.”
—
Today on the blog, read more about @lisarondo's efforts to embrace diversity at home and celebrate the cultures of her two adopted children, Jax and Remi. 📷 by @kylie.fly  Featured packs from the Jet series #ospreypacks",
"“Forests are like churches, hallowed places. There’s a stillness about them, a sort of reverence.” - Sabrina Elkins 📷 by @amira.silverman  Featured pack from the Talon/Tempest Series #ospreypacks #ospreyambassador #thegooddaysaremade",
"""Embarking on any adventure and getting out in nature, is always an exhale for me. It is a feeling of stripping life down to the basics. It is a feeling of disconnecting to connect—with myself, those around me and the environments in which I find myself. It is refreshing and refueling. It soothes and nourishes my body, mind, heart and soul. It is a feeling of stepping off the grid to live a simpler life. A reminder of what really matters.

This year, more than ever, these exhales at the start of an outdoor adventure are the sweetest, most welcome feeling—especially when I don’t realize just how much I’ve been holding my breath."" 

In a year of uncertainty, writer and kayaker @emilyhopcian reflects on her time on the water, the practice of being present, and appreciating the people and places that feel like home. 📷 by @bethpricephotography  Featured pack from the Talon/Tempest Series #ospreypacks",
"""The feeling of awe and sense of wonder arises from the recognition of the deep mystery that surrounds us everywhere, and this feeling deepens as our knowledge grows."" - Anagarika Govinda 📷 by @annahill_author  Featured pack from the Poco Series #ospreypacks",
"As we reflect on 2020, our thoughts turn gratefully to each other. During a year of unprecedented change, our connections with one another helped move us forward. Celebrate your friends, your family and yourself this holiday season. We are stronger together.  Shop our 2020 Holiday Gift Guide via the link in our bio today.  #ospreypacks #holidaygiftguide",
"“This was my last day of being on furlough for 9 weeks. @sazzle1984 and I headed up to Talla Damn, picked a big vertical bad boy (there's a lot of them that surround the dam!), and off we climbed/crawled!"" 📷 by @jadey.jaders  Featured pack from the Hikelite Series #ospreypacks",
"“Winter, a lingering season, is a time to gather golden moments, embark upon a sentimental journey, and enjoy every idle hour.” - John Boswell 📷 by @tayloraube  Featured pack from the Aether/Ariel Series #ospreypacks",
"After a lot of time spent safely near home this past year, we can only imagine a lot of outdoor enthusiasts will be spending as much time outside as possible in the seasons to come. For those considering a long-distance hike in the future, also known as a thru hike, we've enlisted the help #OspreyAmbassador @_thehungryhiker to break down just how to start planning. Today on the blog, check out the link in our bio to read her recommendations for the initial steps to planning the long journey. 📷 by @_thehungryhiker  Featured pack from the Exos/Eja Series #ospreypacks #thruhiking",
"""Advice is like snow – the softer it falls, the longer it dwells upon, and the deeper it sinks into the mind."" - Samuel Taylor Coleridge 📷 by @amira.silverman  Featured pack from the Talon/Tempest Series #ospreypacks #ospreyambassador #thegooddaysaremade",
"""The color of springtime is in the flowers; the color of winter is in the imagination."" - Terri Guillemets 📷 by @vincentschnabl  Featured pack from the Rook/Renn Series #ospreypacks #ospreyambassador #thegooddaysaremade",
"On Saturday, #OspreyAmbassador @nimsdai and his team made history by becoming the first to summit K2 during the winter. ⁠
⁠
“What a journey. I’m humbled to say that as a team, we have summited the magnificent K2 in extreme winter conditions. We set out to make the impossible possible and we are honoured to be sharing this moment, not only with the Nepalese climbing community but with communities all across the world. ⁠
⁠
Mother nature always has bigger things to say and standing on the summit, witness to the sheer force of her extremities, we are proud to have been a part of history for humankind and to show that collaboration, teamwork and a positive mental attitude can push limits to what we feel might be possible. ⁠
⁠
Thank you for the support we’ve received from people all around the globe, it gave us fire in our chest to make this goal a reality.” 
⁠
After patiently waiting for the perfect weather window, they summited what is known as the ‘Savage Mountain’. Until now, K2 was the last 8,000m peak in the world to be climbed during the wintertime.
⁠
📷 @nimsdai",
"Unwrap adventure this holiday season. Treat your friends, family & yourself with gifts for everyone on your list. Shop our holiday gift guide today at the link in our bio!  #ospreypacks #holiday #giftguide",
"''Have you ever really wanted to go do something fun on the weekend, but you feel drained from your work week or the weather outlook is less than ideal?'' 
 
Planning a last minute adventure can be a challenge but #OspreyAmbassador @vincentschnabl shares nine tips to help you get out on your own spontaneous weekend getaways. Check it out via the link in our bio and start planning your next adventure today!",
"""Kid, you'll move mountains."" - Dr. Seuss 📷 by @backyardtravelfamily  Featured pack from the Jet Series #ospreypacks",
"“Skis are not just pieces of wood, steel & fiberglass. They are tools for escape, a medium for personal expression, a way to challenge fears, push limits and share incredible experiences with your friends.” - Unknown 📷 by @nicolehandel  Featured pack from the Kamber/Kresta Series #ospreypacks",
"“He said anything worth doing should scare you a little, and that some of the greatest stories began with a journey.” - Mindy Meija 📷 by @thebriiits  Featured pack from the Farpoint/Fairview Series #ospreypacks",
"“When life places stones in your path, be the water. A persistent drop of water will wear away even the hardest stone.” - Autumn Morning Star 📷 by @gingermanbun  Featured pack from the Atmos/Aura Series #ospreypacks",
"“There is pleasure in the pathless woods, there is rapture in the lonely shore, there is society where none intrudes, by the deep sea, and music in its roar; I love not man the less, but nature more.” - Lord Byron 📷 by @benjamin_utley  Featured pack from the Aether/Ariel Series #ospreypacks",
"“What we care for, we will grow to resemble. And what we resemble will hold us, when we are us no longer.” - Richard Powers 📷 by @_goldyyloxx  Featured pack from the Stratos/Sirrus Series #ospreypacks",
"""You can waste your lives drawing lines. Or you can live your life crossing them."" - Shonda Rhimes 📷 by @brittney_mesica  Featured pack from the Daylite Series #ospreypacks",
"For some of us, today is an opportunity to indulge in fresh air, a quiet trail, and a summit sandwich made from yesterday's leftovers. Where are you escaping to nature today? 📷 by @dogwanderer  Featured pack from the Archeon Series #ospreypacks",
"""Family, nature and health all go together. - Olivia Newton John 📷 by @haileyjterry  Featured pack from the Poco Series #ospreypacks",
"As fall turns into winter, big mountain skier Madison Ostergren buckles down to prepare for the upcoming season, both physically and mentally. ""Every season has its perks, but for some reason fall has this way of evoking a particular kind of childlike excitement, something other seasons just can’t awaken within skiers.""

Head to the link in our bio to learn about how @madisonnnrose preps for ski season, including her gym routine and all her favorite gear for the backcountry. 📷 by: @izmottephoto  #ospreypacks",
