caption,answer
Sometimes you find yourself in a sticky situation. | 🎥 @el.ventures.uk | Featuerd pack from the Stratos/Sirrus Series | #OspreyPacks,write a caption for a backpack post featuring a video
Soaking up every last drop of this winter. | 📷 @perrineugenie | Featured pack from the Mutant Series | #OspreyPacks,write a caption for a winter-themed backpack post
No such thing as too young for spring cleaning 💐 | 🎥  @thekurrent | Featured pack from the Poco LT Series | #OspreyPacks,write a caption for a spring cleaning-themed backpack post
Caught between a rock and hard place. | 📷 @gozzilah | Featured pack from the Heritage Waist Series | #OspreyPacks,write a caption for a backpack photo in a rocky environment
"Ride on! Save up to 40% on select bike-specific packs, like the svelte Seral and Savu waist packs, the formidable Raptor/Raven and the supremely ventilated Syncro/Sylva. 

#OspreyPacks",write a promotional post about discounted bike-specific backpacks
"Elevate your personal style with new and classic colorways from the thoughtfully-designed Osprey Arcane Series. 

#OspreyPacks",write a post about the Osprey Arcane Series backpacks
Do you pick your pack to blend in or stand out? | 📷 @Flyingbymytwenties | Featured pack from the Raptor/Raven Series | #OspreyPacks,write a caption for a backpack photo with the Raptor/Raven Series
Raised to be a part of the pack. | 📷 @ourwildestories | Featured pack from the Poco Series | #OspreyPacks,write caption for a photo of a child wearing a backpack
"52 hikes in 2023. Let's do it! 🥾

The #Over50Outside 2023 group is assembled and has set off on the @52hikechallenge.

The cohort of 150 women over the age of 50, from across the country, recently made the commitment to hike 52 times within the year.

Along the way, they will share stories,
recommendations, accomplishments, and photos with one another and their communities on social media.

Check out some of the latest trail moments, captured by the group.

Follow along with the #Over50Outside group and the challenge sponsors @obozfootwear, @ospreypacks , @outdoorresearch , and @52hikechallenge

📷 1 Joan | 📷 2 Nomi",write caption for instagram post about hiking backpacks and the #Over50Outside challenge
"When #OspreyAmbassador Marinel de Jesus (@browngaltrekker) first encountered the Kazakh women nomads of Mongolia, she asked if they could lead her on a migration. Along her journey, she meets Aimodir and dozens of young Kazakh girls breaking norms by entering eagle-hunting competitions. 

Head to the link in our bio to find out how one nomadic migration created an opening for cultural preservation—and transformative opportunities for women to lead. 

📷 @browngaltrekker | #OspreyPacks #WomensHistoryMonth",write a post about backpacks and women empowerment
"""I talked to countless backpackers who still wanted a magazine in print, something they could keep on their coffee table and browse. Something filled with long, deep, important stories. And something that genuinely inspired their bucket list. So I started Trails Magazine.""

We are so excited to be supporting @trailsmag as they strive to revive, or better yet – reinvent print backpacking content in this digital world.

Join us in celebrating Ryan Wichelns (@ryan_climbs) and his robust team's journey to create Trails Magazine by reading our digital blog post at the link in our bio – and then be sure to get a copy of Issue 1 for your ongoing trail inspiration.

📷 @lauren.danilek | #OspreyPacks",write a post about supporting Trails Magazine and promoting their first issue
These are the little moments you’ll never forget 🥰 | 🎥 @sarajade1991 and @findingour6feet | Featured pack from the Poco Plus Series | #OspreyPacks,write a caption for a video featuring a backpack from the Poco Plus Series
"Spend less time digging around your pack and more time making the most of your experience with new and improved organization tools.

#OspreyPacks",write a post about the improved organization tools in a backpack.
Something for the whole family. | 📷 @charleyscircus | Featured packs from the Daylite Series | #OspreyPacks,write a caption for a family backpack photo
"Reintroducing: The Hikelite Series - keeps day hikes easy and breezy with a simple design to help you to hit the trail without any fuss. 

#OspreyPacks",write a short description for the Hikelite Series backpack
"Check out some highlights from our week with the National Brotherhood of Skiers during their 50th anniversary summit! Together with a handful of other outdoor brands, we offered free gear demos during their inaugural backcountry and uphill ski clinics aimed at increasing access and awareness to backcountry sports. | #OspreyPacks 

#OutdoorsForAll #NationalBrotherhoodOfSkiers",write a post about partnering with National Brotherhood of Skiers for backcountry ski clinics
"""When backpacking, we know we need a backpack, tent, sleeping bag and the 10 essentials, but what other things are helpful when on trail?""

Organization. Protection. Versatitily - the 3 champions of @fatgirl.hiking's tips for packing with outdoor accessories for your next backpacking trip! Elevate your packing productivity by reading the full blog post, linked in our bio.

📷 Brandon Thepvongsa | #OspreyPacks","""write a blog post about packing tips for backpacking trips"""
"Pack faster, fit more and easily find everything you need, when you need it with our new and improved Travel Accessories. Shop now at the link in our bio!

#OspreyPacks",write a promotional post for our new travel accessories
"If you’re happy, I’m happy 🧡 | 📷 @fourpaws.twofeet | Featured pack from our Kamber/Kresta Series | #OspreyPacks",write caption for backpack post with a photo
"We have partnered up with Elevenate, Uvex, Wagner Custom Skis, LEKI USA, and Rocky Talkie to giveaway some high end ski gear to fuel your next trip to the mountains! Win all of the essentials to get yourself out in the snow. Total package value is over $4500!

This sweepstakes closes on 03/01/2023 at 11:59pm EST.

Enter to win this adventure by following the steps below:
⛷️ Like, comment, and share this post from any partner to your story
⛷️ Follow all partners in the giveaway on Instagram
@LEKIUSA @OSPREYPACKS @ELEVENATE @WAGNERSKIS @UVEXSPORTS_US @ROCKYTALKIES
⛷️ Enter the contest via link in bio!

Prizes include:
❄️ Wagner Custom Skis: $1450 credit towards factory or custom skis
❄️ LEKI: One pair Peak Vario 3D ski poles, one pair Xplore S Mitt and Copper S ($450 value)
❄️ Osprey: One backpack, either Soelden 32 or Sopris 30 ($175 value)
❄️ Elevenate: Bec de Rosses Jacket and Pants ($1700 value)
❄️ UVEX: Downhill 2100 V Goggles and Ultra Mips Helmet ($450 value)
❄️ Rocky Talkie: Two Personal Mountain Radios ($250 value)

Terms:
This giveaway is not sponsored, endorsed, or administered by Instagram and you must be over 18 years old, and located in the United States to be eligible to win.
Entry is only valid through the official link provided via partners on Instagram. Enter between February 15 - March 1st.

#LEKIUSA #uvex #uvexwintersports #wheveradventuretakesyou #wagnerskis #wagnercustom #wagnertelluride #ospreypacks #rockytalkie #damnitfeelsgoodtobeaskier #stateofelevenate",write a post about a ski gear giveaway with backpack as one of the prizes
"Taking the ultralight platform we’ve built with our Exos/Eja thru-hiking backpacks and going even lighter, the new Exos/Eja Pro delivers remarkable durability and comfort in just under one kilogram. 

#OspreyPacks",write a post about the new Exos/Eja Pro backpack
"""The Moon is faithful to its nature, and its power is never diminished."" - Deng Ming-Dao | 📷 @ollygreeen | Featured pack from the Talon/Tempest Series | #OspreyPacks",write a philosophical caption for a backpack post
"When we click into our skis, the magic of winter comes alive. Away from the lift lines, the quiet solitude of the backcountry allows us to connect with our partners, our environment and ourselves.

Head to the link in our bio to read stories that prove there are plenty of ways to get out—and stay out—all winter long. 

#OspreyPacks",write a caption for a winter-themed backpack post
Worth every step for every turn. | 📷 @krystenwiebe | Featured pack from the Soelden/Sopris Series | #OspreyPacks,write a caption for a backpack photo with mountain view
"Everyone loves to see a yard sale—unless it's your own yard. Right @madisonnnrose?

But what about a 25% off select snow packs yard SALE? Head over to osprey.com to secure your gear that's bound to stay secure on you.

#OspreyPacks #OspreyAthlete",write a promotional post about a snow pack sale
Those first few hikes together are something special. | 📷 @blkpplneedsunscreentoo | Featured pack from the Poco Series | #OspreyPacks,write a caption for a hiking photo with a backpack
Did you find some solitude this weekend? | 🎥 @wewideer | #OspreyPacks,write caption for backpack post with nature video
Not sure what ski pack to pick? Let #OspreyAmbassador @griff_da_pinto walk you through his favorite features of the Sopris Pro 30 and Kresta 20. | 🎥  @griff_da_pinto | Featured packs from the Soelden/Sopris Pro & Kamber/Kresta Series | #OspreyPacks,write a post comparing two ski packs
Wide open space. | 📷 @monhorizoninfini | Featured pack from the Talon/Tempest Series | #OspreyPacks,write a caption for a backpack photo in a wide open space
Happy Valentines Day to all you love birds out there! | 📷 @caitbourgaultphotography of @sunriseandwildlife | Featured pack from the Kestrel/Kyte & Aether/Ariel Series | #OspreyPacks,write Valentine's Day themed post about backpacks
"Dropping ounces where it counts—without compromising build quality—the all new Atmos/Aura AG LT simplifies its silhouette, giving you a lighter pack to carry without leaving comfort or fit behind. 

#OspreyPacks",write a description for the new Atmos/Aura AG LT backpack
☀️ Reasons why picking bright colors might be a good idea for you. | 🎥 @HikingwithSun | Featured pack from the Daylite Series | #OspreyPacks,write a post about the benefits of choosing a backpack in bright colors
"🧡@ThruHikeSyndicate applications for 2023 are now live! Osprey is a proud sponsor of the program which supports up to 7 ambassadors with the necessary gear to pursue a thru hike of their choice within the United States. 

To promote inclusivity in the outdoors, we’re committed to sponsoring hikers from diverse backgrounds. We're aiming to support BIPOC, LGBTQIA, bodies of all sizes, people with disabilities, inexperienced/experienced hikers, and those sharing their unique stories from the trail.

Head to the link in our bio to submit your application by February 5th! Good luck!

📷 2022 @thruhikesyndicate ambassador @duffbrown | Featured pack from the Exos/Eja Series (a Thru Hike Syndicate ambassador favorite!) | #OspreyPacks #ThruHikeSyndicate",write a post about Osprey's sponsorship of Thru Hike Syndicate and promoting inclusivity in the outdoors
"Whether you get your thrills on lift-served groomers or earning your turns in the deep backcountry, the key to getting your best turns of the season is maximizing your time on the mountain. Equip yourself with the right packs to make every moment count.

#OspreyPacks",write a post about backpacks for skiing and snowboarding
"When the lift lines look long and all the resort’s hidden glades have given up their secrets, the backcountry still holds promises of fresh tracks to free spirits. Our premier backcountry ski and splitboard pack, the Soelden/Sopris Pro, is designed to be the ultimate companion where only the best will do. 

Put backcountry fun at the forefront of your season. 

#OspreyPacks",write a post about a backcountry ski and splitboard pack
"Just because they’re not quite ready to tread their own trails yet doesn’t mean they shouldn’t come along for the ride. The Poco Family and accessories are designed to keep little ones comfortable and safe, with room to spare for your family’s on-the-go essentials. 

#OspreyPacks",write a post about backpacks for parents with young children
Don't forget to take a photo of the people who always take the photos. | 📷 @alexcripps.outdoors | Featured pack from the Talon/Tempest Pro | #OspreyPacks,write a caption for a backpack photo with a photographer
Explore your own backyard. | 🎥 @mak.outdoors | Featured pack from the Stratos/Sirrus Series | #OspreyPacks,write a post about exploring nature with an Osprey backpack
Staying dry and warm is not the same as staying inside. | 📷 @michellehepler | Featured pack from the Poco Series | #OspreyPacks,write a caption for a backpack photo in the rain
*Nervous gulp* | 📷 @damon.a.cole | Featured pack from the Kestrel/Kyte Series | #OspreyPacks,write caption for backpack post with a photo
"In an effort to bring more opportunity, diversity, and inclusivity to winter outdoor recreation spaces, Ski Divas LLC Women’s Ski Camps Worldwide and Ski Divas founder Jessica Baker @skidiva, partnered with Osprey, will offer a ski camp specifically for women who are Black, Indigenous, or women of color from March 3-5, 2023 based in the Tetons of Wyoming. 

Head to the link in our bio to get ski camp and scholarship application details. 

The scholarship application period ends on Jan 15, 2023!

📷: @sofia_jaramillo5

#OspreyAthlete #skidivas #diversityintheoutdoors #outdoorsforall #sheadventures #skiing #skidivas",write a post about backpack ski camp for women of color
Take a deep breath while you take it all in. | 📷 @victorias_world_adventures | Featured pack from the Talon/Tempest Series | #OspreyPacks,write a caption for a backpack photo with a scenic view
PSA: Winter wonderlands exist beyond the holidays. | 🎥 @hdaawgg @zanderkempf | Featured pack from the Atmos/Aura AG Series | #OspreyPacks,write a post about backpacks for winter adventures
There is no love like pup love. | 🎥 @tiberius_the_smiling_samoyed | Featured pack from the Manta/Mira Series | #OspreyPacks,write a caption for a dog-themed backpack post
"Planning some grand adventures and timeless trail experiences this coming year? Start checking gear off your packing list with bestselling backpacking packs ready for the long haul.

#OspreyPacks",write a promotional post for backpacking packs
Take your time 🧡 | 🎥 @Mindfullittlemama | Featured pack from the Daylite Kids’ Series | #OspreyPacks,write a caption for a video featuring a backpack from the Daylite Kids' Series
Will model for hikes and treats. | 🎥 @explorewithauss | Featured pack from the Stratos/Sirrus Series | #OspreyPacks,write caption for instagram post featuring a dog with an Osprey backpack
"Family time is precious, spend it wisely. 🧡 | @cedeno_family and @mr.erickcedeno | Featured pack from the Poco Plus Series | #OspreyPacks",write a caption for a family photo with a backpack
"🏔️ POWDER FEVER GIVEAWAY 🏔️

Cool your powder fever by winning a dream trip for 2 people to a Utah mountain resort—prize package includes lift tickets, lodging, airfare and gear.

How to enter:

Follow @stio @skiutah @skidagram @dynastarskis @girosnow @ospreypacks @lairdsuperfood

Submit your entry and learn more at the link in our bio.

Prize Package Includes
Stio: 2 Environ Kits and 2 Pairs of Gloves or Mitts
Ski Utah: For two - Utah Lift Tickets, Delta Airfare, Airport Transfer and 2 Nights Lodging
Skida: Kelp Lookout Beanie, Low Pile Kit in Wink, Balaclava in a print of their choice and $100 Gift Card
Dynastar: 2 pairs of skis
Giro Snow: 2 Tor or Tenaya Helmets and 2 Contour Goggles
Osprey Packs: 2 Kamber OR Kresta 20 and 2 Transporter Wheeled Duffel 120
Laird Superfood: 10pk of PB chocolate chip protein bars, 2x 16oz bags of Instafuel and 2x Laird Superfood insulated bottle.
__________

Giveaway is open to US residents only (excluding the states of Florida, New York & Rhode Island). Giveaway is in no way endorsed or sponsored by Instagram. Entrants must be 18 or older to enter. Giveaway closes 1/25/23 at 11:59PM MST. Link in bio for terms and conditions.",write a post about a giveaway for a ski trip with backpack as one of the prizes
"Welcome to the center of the universe, it’s a party. | 🎥 @ninjangai1 @valerina.ballerina | Featured packs from the Talon/Tempest Series | #OspreyPacks",write a caption for a backpack post featuring the Talon/Tempest Series
We’ve all been there 🤢 | 🎥 @caliradokid | Featured pack from the Savu Series | #OspreyPacks,write a caption for a backpack post featuring a video of someone feeling sick
"If it's not this kind of joy, we don't want it. | 📷 @matilde.grillo | Featured pack from the Skarab/Skimmer Series | #OspreyPacks",write a caption for a backpack photo
Follow the leader. | 📷 @a_la_poursuite_de_nos_cimes | Featured pack from the Poco Series | #OspreyPacks,write a caption for a backpack post featuring a picture of a child wearing the backpack.
"Stories to inspire your new year 🌞

What does it take to achieve 50 consecutive months of skiing? Skier Amber Chang (@amberkchang) tells us how she chases “turns all year”—from her home in the PNW to the peaks of Chile.

Read the stories that inspire us from #OspreyAmbassadors and #OspreyAthletes via the link in our bio. | #OspreyPacks",write a post about a skier using an Osprey backpack
Take a deep breath. It's a fresh start. | 📷 @adventures_of_t.m | Featured pack from the Daylite Plus Series | #OspreyPacks,write a caption for a backpack photo with a motivational message
"To say that Colorado is loaded with ski resorts would be a 14er-sized understatement. From the gems of Summit County to the steep-and-deep stalwarts along the Southern Colorado Powder Highway, here’s how to string along a handful of the best, whether you’re picking and choosing or going on a month-long ski road trip. 

Read the guide via the link in our bio! | #OspreyPacks",write a post about skiing with a backpack
Bring along the old and the new into the new year. | 📷 @bookworm_explores | Featured pack from the Talon/Tempest Series | #OspreyPacks,write a caption for a backpack post featuring the Talon/Tempest Series
Don't forget to make time for yourself outside this weekend - your mind and body will thank you. | 📷 @jilly_rides_her_way | Featured pack from the Talon/Tempest Series | #OspreyPacks,write a caption for a backpack post with a photo of someone hiking
Entering the new year like... | 🎥 @_zainalabidin22 | Featured pack from the Stratos/Sirrus Series | #OspreyPacks,write a caption for a backpack post featuring the Stratos/Sirrus Series
Where did you make your favorite memories of 2022? | 🎥 @ellageorgiawalmsley | Featured pack from the Kestrel/Kyte Series | #OspreyPacks,write a post about backpacks and memories
Bring good company wherever you roam. | 📷 @stephandthedogz | Featured pack from the Kamber/Kresta Series | #OspreyPacks,write a caption for a backpack photo with a dog
Today’s catch - a Reel parenting win! | 🎥 @austin.aronsson | #Featured pack from the Poco Series | #OspreyPacks,write a post about a backpack for parents with a video and mention the Poco Series from Osprey Packs
How's the view from up there? | 📷 @fransiscaharlijanto | Featured pack from the Skarab/Skimmer Series | #OspreyPacks,write a caption for a backpack photo with a scenic view
"Wishing you a season of knee-deep powder days, pristine ice pitches, crisp snowshoe hikes, family snowball fights… 

However you spend the holiday season, we hope it's full of special moments, memories and adventure.

#OspreyPacks",write a holiday-themed backpack post
"Happy Winter Solstice! It may be the darkest day of the year, but the remaining light just hits different in the winter. | 🎥 @rach.geegee_x | Featured pack from the Sportlite Series | #OsprePacks",write a winter-themed backpack post
"You may be staying cozy at home, visiting with loved ones or traveling for a memorable time away—no matter what you have in store, we’ve got five ways to bring meaning to this holiday season.  

1. ☀️ Get Outdoors 
2. 🎁 Gift Outdoors
3. 📆 Plan for the Year Ahead
4. 🌳 Gift Sustainably
5. 📓  Reflect on the Year You Had

Read our full list of tips via the link in our bio! | #OspreyPacks",write a holiday-themed instagram post about backpacks
Comin in hot! | 🎥 @lhayes89 | Featured pack from the Stratos/Sirrus Series | #OspreyPacks,write a caption for a video showcasing a backpack from the Stratos/Sirrus Series
What story does your pack tell? | @adriannaadventures | Featured pack from the Poco Plus Series | #OspreyPacks,write a caption for a backpack post featuring a person's adventure
"frolic | frol·ic / | verb | (of an animal or person) play and move about cheerfully, excitedly, or energetically. | 🎥 @f2cockapoowoody | Featured pack from the Daylite Waist Series | #OspreyPacks","write a creative post about backpacks with the definition of ""frolic"" and mention the featured pack from the Daylite Waist Series."
🎁 We’ve gone ahead and taken the guesswork out of gift giving by carefully curating our favorite budget friendly gifts so you can check everyone off your “nice” list. #OspreyPacks,write a post about budget-friendly backpacks for gift giving
Sometimes you have to weed through the bad days to get to the good. | 📷 @dtowsley | Featured pack from the Sportlite Series | #OspreyPacks,write a motivational quote about backpacks
"“I’ll never forget the time I was racing in Mongolia and we had to make a bus transfer in the middle of nowhere. I remember thinking, ‘This is literally what this bag was made for’ as I tugged it along behind me across the bumpy Mongolian steppe.” – @PaysonMcElveen, #OspreyAthlete 

Need some gift giving inspiration this holiday season? Check out the packs and gear our athletes reach for most. Linked in our bio. 

#OspreyAthlete #OspreyPacks",write a testimonial about using a backpack during a race in Mongolia
"""No summit in the end, but #kyrgyzstan has taught me again yet another lesson of happiness. A different definition of happiness for sure, and I’ve no problem if it means it’s different from everyone else’s."" | 📷 and ✍🏼 @pinayhakawati | #OspreyPacks",write a reflective post about backpacking in Kyrgyzstan
"Share your travels, share the memories. | 📷 @mtb_luis | Featured packs from the Atmos/Aura AG Series | #OspreyPacks",write a caption for a photo of backpacks from the Atmos/Aura AG Series
Find yourself above the clouds. | 📷 @putucavalera | Featured pack from the Exos/Eja Series | #OspreyPacks,write a caption for a backpack photo with a mountain view
"In May of 2022 #OspreyAthlete, Jessica Baker (@skidiva) and Rachael Burks (@rachaelburks) boarded a renewable energy sailboat on an arctic ski expedition to venture along Greenland's west coast fjords and towering mountains.

With the intention to observe and document the environmental changes that have occurred over the years and attempt some of Greenland's most aesthetic ski lines along the way, ""Going Greenland"" is a documentary film about our connection to wild spaces and the juxtaposition of having an impact on our environment.

Watch the trailer for ""Going Greenland"" at the link in our bio and learn more by following @going_greenland 🏔 

📷 1,3 @sophiedanison | 📷 2 @erichroepke | 📷 4 @joeyschusler

Contributing members and sponsors: @rachchaelburks @skidiva @erichroepke @sophiedanison @going_greenland @ospreypacks

#OspreyPacks #GoingGreenland #GoingGreenlandFilm",write caption for a post about backpacking expedition in Greenland
"In the jungle, the mighty jungle... | 🎥 @nicholekbaker | Featured pack from the Seral Series | #OspreyPacks",write a caption for a backpack post featuring a jungle theme
"Meet #OspreyAmbassador @brooke_ruble, artist and creator of @thebevibe! 

We recently sat down to learn more about Brooke, her journey as an artist, the development of her collective, and what fuels her creativitiy.

Head to the link in our bio to get to know Brooke and check out more of great artwork!

#OspreyPacks #OspreyAmbassador",write a post about an artist who uses a backpack for her creative work
Don’t look down. | 🎥 @type1_adventurer | Featured pack from the Stratos/Sirrus Series | #OspreyPacks,write a caption for a video showcasing a backpack from the Stratos/Sirrus Series
😳 Ridge line or knife’s edge? | 🎥 @justinmaisch | Featured pack from the Stratos/Sirrus Series | #OspreyPacks,write a caption for a backpack post featuring a mountain ridge or knife's edge
"Googles ""Plane tickets to Mongolia"" ✈️ | 📷 #OspreyAmbassador @browngaltrekker | Featured pack from the Sportlite Series | #OspreyPacks",write a caption for a travel-themed backpack post
"🎁Holiday Gift Guide 🎁 
Tis the season of reflection and anticipation—a time to reminisce on the past year’s adventures while imagining how we’ll fill the year ahead. 

We’re here to help you celebrate this season and beyond. 

Check out our favorite gifts to give this holiday season at the link in our bio.

#OspreyPacks",create holiday gift guide for backpacks
Keepin it cozy. | 📷 @ned_and_teds_adventures | Featured pack from the 24/7 Series | #OspreyPacks #OldSchoolOsprey,write a caption for a cozy backpack photo
"""I’ve been chasing steep skiing my whole life; I live for these moments in both skiing and guiding. With my family ski touring below me, closer to shore, I had a solitary moment of freedom and bliss.""

@kimhavell, #OspreyAthlete has guided with @iceaxeexpeditions all over the world and recently got to bring her family along on an expedition, skiing and sailing through Iceland.

Read her reflections in our most recent blog post, linked in our bio.

|📷 1,3: @steinretzlaff | 📷 2: @karissa_akin | #OspreyPacks #OspreyAthlete",write a caption for a skiing backpack post
Whose your hiking buddy of choice? | 🎥 @team_polson | Featured pack from the Poco Plus Series | #OspreyPacks,write a question about hiking with a backpack and mention the OspreyPacks brand.
These views are beautiful as far as the eye canyon see... 🥁 | 📷 @katherine_carling | Featured pack from the Daylite Plus Series | #OspreyPacks,write a caption for a backpack post with a scenic view
"🚨 GIVEAWAY ALERT 🚨 
Gear up for your next travel adventure with Osprey! We’re partnering with Osprey Ambassador, Jackie Nourse @travelingjackie from JUMP Adventures @jump.adventures to offer you a chance to win an all-new travel set featuring the Fairpoint/Fairview Trek and Farpoint/Fairview Travel Daypack. This is a great deal, but don’t take our word for it—Jackie has taken her Fairview Trek on adventures across the world! ✈️ 🥾 

To enter:
Step 1: Like this post
Step 2: Follow @ospreypacks, @travelingjackie and @jump.adventures on Instagram
Step 3: Head to the giveaway link in our bios to enter

Giveaway closes Wednesday 11/16/22 at 11:59 PM MT. ONE random winner will be selected and notified by email.

* This giveaway is not sponsored, endorsed, or administered by Instagram and you must be over 18 years old, and located in the United States, to receive the prize. Enter between November 10 and 16 to qualify.

** Want to travel WITH @jump.adventures? There are still spots available for hiking trips to Patagonia and Jordan next spring!
 
#OspreyPacks",write text for backpack giveaway with travel theme
"Welcome to our Winter Sale! 

For a limited time, adventure further this season with up to 40% off backpacking, hiking, biking, lifestyle and more—plus free shipping and returns.

Head to the link in our bio to start saving.

#OspreyPacks",write a promotional post for winter sale on backpacks
Catch #OspreyAthlete @benruek in the climbing gym with the all-new Zealot series. 🎥 @benrueck | Featured packs: Zealot 30 & Zealot Chalk Bucket | #OspreyPacks #OspreyAthlete,write a post about a climber using an Osprey backpack
"The fairy godmother gave Cinderella trusty boots and a sturdy pack. The animals approve. Note: these birds are known to flock towards people without prompt and these creators did not feed the birds. Regardless, we always encourage folks to follow Leave No Trace principles and never feed wildlife. | 📷 @cobiandewey of @taylorrdewey | Featured pack from the Stratos/Sirrus Series | #OspreyPacks",write a caption for a backpack post featuring Cinderella
"For #OspreyAthlete @timmyoneill, Yosemite National Park represents discovery, passion and community. It’s there, as a clerk at the Yosemite Village grocery store, that he built his quiver and pieced together the beginnings of a career rock climbing. 

Through the Yosemite Climbing Association today, O’Neill and fellow visionaries continue working to preserve, promote and give back to the formative destinations and routes at Yosemite through Facelift—one of the largest clean-up efforts of a National Park in the U.S.

Check out his story through the link in our bio. #OspreyPacks #OspreyAthlete",write a post about a rock climber using an Osprey backpack
It is time. | 📷 @davidsvetlik | Featured pack from the Kamber/Kresta Series | #OspreyPacks,write a short caption for a backpack photo
"We support @ConservationAlliance and their mission to protect North America’s wild places and outdoor spaces. From Oct. 31 through Nov. 6, we’re donating 5% of sales from osprey.com, up to $10,000, to TCA. Learn more at the link in our bio. 

#WeKeepItWild #OspreyPacks",write a post supporting a conservation organization with a mention of backpacks
"When the weather turns wet, waterproof gear isn’t a nice-to-have—it’s a necessity. Our Osprey Arcane™ Waterproof Collection features packs and duffels that keep your everyday and travel essentials bone dry with forward-thinking design, comfortable carry and sustainable fabrics.

#OspreyPacks",write a post about Osprey Arcane™ Waterproof Collection
"Introducing Zealot, our new rock climbing series featuring a crag rope bag, everyday gym pack, chalk bucket and chalk bag. From laps at the gym to full day sends at your favorite crag, the Zealot Series eases the journey and helps you stay focused on the climb. 

Shop via the link in our bio. #OspreyPacks",write a promotional post for the new Zealot rock climbing series
"This Halloween, take a page from award-winning author @wandercrag’s book with three spooky tales to chill and thrill. Gather around the campfire and find out what scares you most.

Read on - if you dare - at the link in our bio. #OspreyPacks #OspreyAmbassador",write a Halloween-themed backpack advertisement
"It’s desert season, folks. | 📷 @Heidi.Ann.Williams | #OspreyPacks",write a short caption for a backpack photo in the desert
"Over 50 Outside is back for another year, and the application is live! We’ve teamed up again with @obozfootwear, @outdoorresearch and @52hikechallenge to host the second year of Over 50 Outside – a community built for outdoors enthusiasts who identify as women and are 50 years or older.
 
Hikers of all experience levels are welcome. The year-long program will include virtual meetups, gear advice and fun perks from supporting sponsors! Don’t miss the opportunity to grow your community, build your confidence and feel more empowered by getting out on the trails every week! Be sure to tag a friend who you feel embodies the #over50outside spirit.
 
Submit your application before November 15 – apply today at the link in our bio! We’ll notify the selected participants the week of December 5, and the program begins in January!
 
“I loved being a part of a group that celebrates older athletes. So much advertising/ attention is focused on younger people but I find so many older women on the trails and I'm delighted to see our demographic highlighted.” - Barbara Hoverten, 2022 Over 50 Outside participant
 
Applications are for US residents only. Terms & Conditions apply.

#OspreyPacks #52HikeChallenge #Over50Outside",write a post about a backpack program for women over 50
"Harnessing the camaraderie of outdoor adventure, @veterans_expeditions is excited to continue expanding its operations in the Pacific Northwest. Bringing together veterans, active duty and reserve military personnel across branches, they build community through shared experiences outdoors.

Learn more about Veterans Expeditions this Verterans Day via the link in our bio.

#OspreyPacks #VeteransDay",write a post about a backpack brand supporting veterans on Veterans Day
"Inspired by his previous ""Crossing"" in Iceland last fall, #OspreyAthlete Payson McElveen @paysonmcelveen has knocked another traverse off his list. With the help of Tasmanian endurance rider @oneflukeshot, Payson pieced together a 360 mile route across Tasmania that crescendoed in difficulty, beginning on the wild, largely uninhabited northwestern coast and concluded on the white sand beaches of the Bay of Fires after 32 hours and over 34,000 feet of climbing. 

The island brought him face-to-face with three Tiger Snakes, one of the most venomous on the planet, hundreds of wallabies and wombats, and the friendly locals of Tasmania's rural communities.

The forthcoming film, produced in conjunction with Joey Schusler and Thomas Woodson and edited by Aidan Haley, will premier at the 2023 Sea Otter Classic and aims to share stories far beyond the athletic achievement of this ride. 

📷 @thrainnko | Featured pack from the Duro/Dyna Series | #OspreyPacks #OspreyAthlete",write a post about a challenging backpacking trip in Tasmania
"🚨 Spotify Playlist alert 🚨 

For committing ascents on vertical ice or up steep alpine terrain, our climbing athletes, @benrueck, @bethrodden, @mgclimber1, @highsteph, and @timmyoneill provided us with their best stoke songs to get the adrenaline pumping. Tune in with the link in our bio. 🧗‍♀️ 🎶 

Speaking of climbing, we just launched the all new Mutant Series - developed with the help of local guides and athletes and tested in all seasons and climbing disciplines.

#OspreyPacks #OspreyAthlete",write a post about backpacks for climbing with a Spotify playlist
"You may be waiting for promised powder days, but your best turns of the season start today. Prepare for the season ahead with snow-tuned packs designed to make the most of your groomer days, tree lines and powder stashes to come.

#OspreyPacks",write a post about backpacks for skiing and snowboarding
This is the energy we want from our hiking buddies. | 🎥 @its_ann_calling | Featured pack from the Kestrel/Kyte Series | #OspreyPacks,write caption for hiking backpack video
Roll call: where has your travel pack helped you explore with ease? | 📷 #OspreyAmbassador @nuestrasraicesverdes | Featured pack from the Farpoint/Fairview Series | #OspreyPacks,write a caption for a travel photo featuring an Osprey backpack
"From soggy commutes to damp days in the backcountry to burly expeditions in the wettest conditions, our Transporter™ Waterproof Collection features packs and duffels with IPX6 and IPX7 water protection that can handle anything adventure throws your way—while keeping your gear bone dry.

#OspreyPacks",write a post about waterproof backpacks
"“It wasn’t until I started adventuring alongside my parents again that I realized that memories live on when they are a shared experience.” 

This summer, @kendraslagter joined her parents @wheresrunnerken and @lisaslagter trekking the Tour du Mont Blanc. Her recount of their cherished time together also acts as a reflection of her childhood. Read her story and watch the full documentary via the link in our bio. | 🎥 @kendraslagter | #OspreyPacks",write a caption for a backpack post about family adventures
"How much gear you have doesn’t define your skills, but having colors to choose from sure is nice sometimes. 😏 | 🎥 @amberkchang | #OspreyPacks #OspreyAmbassador",write a post about the importance of having a variety of colors in a backpack.
